Order ID,Order Date,Customer ID,Customer Name,Region,State,Category,Sub Category,Product Name,Quantity,Sales,Cost,Profit,Discount,Month,Year,Profit Margin %
ORD10190,01-12-2025,C1248,Customer 203,East,West Bengal,Technology,Keyboard,Keyboard,6,30408.39,16335.86,14072.53,20,December,2025,46.28%
ORD10191,28-05-2025,C1158,Customer 178,South,Kerala,Technology,Keyboard,Keyboard,10,41746.29,28541.08,13205.21,20,May,2025,31.63%
ORD10192,12-03-2025,C1083,Customer 182,East,Odisha,Office Supplies,Pen,Pen,9,39515.42,25123.93,14391.49,15,March,2025,36.42%
ORD10193,10-04-2025,C1023,Customer 81,East,West Bengal,Furniture,Chair,Chair,2,7388.24,3907.18,3481.06,15,April,2025,47.12%
ORD10194,13-10-2025,C1004,Customer 264,South,Tamil Nadu,Office Supplies,Pen,Pen,6,2124.24,1387.13,737.11,5,October,2025,34.70%
ORD10195,18-06-2025,C1249,Customer 36,West,Maharashtra,Technology,Laptop,Laptop,3,48915.62,25175.28,23740.34,15,June,2025,48.53%
ORD10196,07-01-2025,C1118,Customer 145,North,Delhi,Technology,Keyboard,Keyboard,7,16957.96,15124.86,1833.1,20,January,2025,10.81%
ORD10197,23-01-2025,C1017,Customer 54,South,Karnataka,Office Supplies,Binder,Binder,7,48337.8,31381.64,16956.16,20,January,2025,35.08%
ORD10198,31-12-2025,C1079,Customer 60,West,Gujarat,Office Supplies,Binder,Binder,3,4743.75,2635.8,2107.95,15,December,2025,44.44%
ORD10199,12-02-2025,C1261,Customer 284,East,West Bengal,Furniture,Chair,Chair,5,37014.41,32126.74,4887.67,10,February,2025,13.20%
ORD10200,20-09-2025,C1212,Customer 157,West,Gujarat,Furniture,Table,Table,8,10451.06,5652.6,4798.46,0,September,2025,45.91%
ORD10201,17-09-2025,C1097,Customer 150,North,Punjab,Furniture,Table,Table,3,21274.7,12532.21,8742.49,20,September,2025,41.09%
ORD10202,01-04-2025,C1075,Customer 46,South,Kerala,Technology,Mouse,Mouse,3,19671.52,16189.21,3482.31,20,April,2025,17.70%
ORD10203,13-11-2025,C1234,Customer 30,North,Delhi,Furniture,Chair,Chair,9,29313.03,22136.04,7176.99,0,November,2025,24.48%
ORD10204,27-01-2025,C1267,Customer 260,East,Odisha,Technology,Laptop,Laptop,8,26719.12,16704.29,10014.83,10,January,2025,37.48%
ORD10205,22-03-2025,C1149,Customer 52,North,Delhi,Office Supplies,Paper,Paper,10,43240.51,28419.12,14821.39,20,March,2025,34.28%
ORD10206,28-08-2025,C1293,Customer 275,East,Odisha,Furniture,Chair,Chair,7,46531.89,25937.2,20594.69,20,August,2025,44.26%
ORD10207,18-01-2025,C1032,Customer 25,East,West Bengal,Furniture,Table,Table,3,46340.52,25524.16,20816.36,0,January,2025,44.92%
ORD10208,04-12-2025,C1009,Customer 198,South,Kerala,Technology,Laptop,Laptop,8,36578.67,20307.29,16271.38,5,December,2025,44.48%
ORD10209,03-04-2025,C1127,Customer 277,South,Tamil Nadu,Furniture,Chair,Chair,6,43114.61,35275.55,7839.06,5,April,2025,18.18%
ORD10210,06-02-2025,C1236,Customer 68,South,Karnataka,Technology,Laptop,Laptop,10,37753.16,29045.92,8707.24,5,February,2025,23.06%
ORD10211,29-08-2025,C1273,Customer 204,East,West Bengal,Furniture,Table,Table,7,14999.02,11930.49,3068.53,0,August,2025,20.46%
ORD10212,14-10-2025,C1055,Customer 70,East,West Bengal,Furniture,Chair,Chair,3,3701.96,2205.34,1496.62,5,October,2025,40.43%
ORD10213,15-08-2025,C1119,Customer 12,East,Odisha,Furniture,Chair,Chair,5,11119.03,7391.79,3727.24,20,August,2025,33.52%
ORD10214,06-09-2025,C1289,Customer 37,North,Punjab,Technology,Laptop,Laptop,5,34238.02,17846.23,16391.79,20,September,2025,47.88%
ORD10215,25-12-2025,C1224,Customer 299,West,Maharashtra,Technology,Mouse,Mouse,4,41731.32,29672.64,12058.68,20,December,2025,28.90%
ORD10216,27-10-2025,C1283,Customer 18,North,Delhi,Technology,Laptop,Laptop,2,11434.99,8825.62,2609.37,10,October,2025,22.82%
ORD10217,06-07-2025,C1000,Customer 193,East,West Bengal,Technology,Keyboard,Keyboard,2,37455.24,28930.04,8525.2,10,July,2025,22.76%
ORD10218,26-06-2025,C1260,Customer 48,East,West Bengal,Office Supplies,Paper,Paper,5,49313.79,38342.32,10971.47,20,June,2025,22.25%
ORD10219,29-01-2025,C1125,Customer 63,South,Tamil Nadu,Office Supplies,Paper,Paper,9,28600.46,24547.17,4053.29,20,January,2025,14.17%
ORD10220,30-07-2025,C1127,Customer 10,West,Gujarat,Furniture,Table,Table,2,8560.94,7052.47,1508.47,5,July,2025,17.62%
ORD10221,19-05-2025,C1215,Customer 230,East,Odisha,Furniture,Chair,Chair,8,15635.42,9369.74,6265.68,20,May,2025,40.07%
ORD10222,09-10-2025,C1249,Customer 94,South,Kerala,Office Supplies,Paper,Paper,5,11100.11,5786.95,5313.16,10,October,2025,47.87%
ORD10223,12-08-2025,C1173,Customer 293,West,Maharashtra,Technology,Laptop,Laptop,7,3088.79,2090.66,998.13,5,August,2025,32.31%
ORD10224,07-05-2025,C1246,Customer 162,North,Delhi,Furniture,Table,Table,1,17226.11,12896.6,4329.51,15,May,2025,25.13%
ORD10225,24-07-2025,C1058,Customer 118,South,Karnataka,Furniture,Table,Table,5,7283.66,4117.5,3166.16,20,July,2025,43.47%
ORD10226,17-12-2025,C1062,Customer 167,East,Odisha,Office Supplies,Binder,Binder,6,19879.33,12916.94,6962.39,0,December,2025,35.02%
ORD10227,05-02-2025,C1083,Customer 179,West,Maharashtra,Furniture,Table,Table,5,6611.4,3620.63,2990.77,15,February,2025,45.24%
ORD10228,01-04-2025,C1026,Customer 103,West,Gujarat,Office Supplies,Pen,Pen,2,36737.37,28723.32,8014.05,0,April,2025,21.81%
ORD10229,28-08-2025,C1026,Customer 192,East,West Bengal,Furniture,Table,Table,4,16627.44,14248.65,2378.79,10,August,2025,14.31%
ORD10230,04-11-2025,C1292,Customer 198,West,Maharashtra,Technology,Laptop,Laptop,10,23638.4,12298.6,11339.8,0,November,2025,47.97%
ORD10231,25-01-2025,C1046,Customer 185,West,Gujarat,Technology,Laptop,Laptop,5,6450.88,5221.49,1229.39,15,January,2025,19.06%
ORD10232,29-09-2025,C1059,Customer 226,East,West Bengal,Furniture,Table,Table,5,28284.19,14309.9,13974.29,10,September,2025,49.41%
ORD10233,20-05-2025,C1145,Customer 203,North,Delhi,Furniture,Chair,Chair,3,20921.82,11301.9,9619.92,15,May,2025,45.98%
ORD10234,10-03-2025,C1192,Customer 229,West,Maharashtra,Furniture,Chair,Chair,9,36992.73,21245.64,15747.09,15,March,2025,42.57%
ORD10235,09-05-2025,C1216,Customer 210,East,West Bengal,Office Supplies,Binder,Binder,1,36878.05,31108.59,5769.46,0,May,2025,15.64%
ORD10236,17-01-2025,C1268,Customer 191,North,Punjab,Technology,Laptop,Laptop,8,37622.52,24088.72,13533.8,5,January,2025,35.97%
ORD10237,22-11-2025,C1011,Customer 295,South,Kerala,Technology,Keyboard,Keyboard,8,38636.34,30330.48,8305.86,15,November,2025,21.50%
ORD10238,25-10-2025,C1189,Customer 156,West,Gujarat,Office Supplies,Pen,Pen,8,9242.13,7590.22,1651.91,0,October,2025,17.87%
ORD10239,25-01-2025,C1267,Customer 15,South,Tamil Nadu,Furniture,Chair,Chair,6,1041.44,563.17,478.27,0,January,2025,45.92%
ORD10240,25-08-2025,C1143,Customer 281,North,Delhi,Technology,Keyboard,Keyboard,9,12472.88,6913.05,5559.83,15,August,2025,44.58%
ORD10241,07-05-2025,C1194,Customer 27,West,Gujarat,Technology,Mouse,Mouse,10,40670.17,27621.47,13048.7,10,May,2025,32.08%
ORD10242,11-01-2025,C1229,Customer 277,South,Karnataka,Technology,Laptop,Laptop,4,44873.79,32158.01,12715.78,15,January,2025,28.34%
ORD10243,03-01-2025,C1066,Customer 184,North,Delhi,Furniture,Chair,Chair,2,41022.5,32005.7,9016.8,5,January,2025,21.98%
ORD10244,08-07-2025,C1157,Customer 58,West,Maharashtra,Technology,Laptop,Laptop,7,19847.91,10848.28,8999.63,20,July,2025,45.34%
ORD10245,25-05-2025,C1238,Customer 90,West,Maharashtra,Technology,Keyboard,Keyboard,6,23382.18,20421.8,2960.38,0,May,2025,12.66%
ORD10246,08-12-2025,C1119,Customer 39,North,Punjab,Technology,Mouse,Mouse,1,14879.36,12040.83,2838.53,15,December,2025,19.08%
ORD10247,23-06-2025,C1192,Customer 141,North,Punjab,Office Supplies,Binder,Binder,5,8807.82,5155.61,3652.21,0,June,2025,41.47%
ORD10248,04-03-2025,C1283,Customer 215,West,Maharashtra,Office Supplies,Binder,Binder,3,40940.09,28616.15,12323.94,20,March,2025,30.10%
ORD10249,25-10-2025,C1238,Customer 183,North,Punjab,Technology,Laptop,Laptop,8,17015.32,10873.9,6141.42,0,October,2025,36.09%
ORD10250,14-12-2025,C1019,Customer 256,West,Gujarat,Technology,Mouse,Mouse,8,35946.52,25125.89,10820.63,20,December,2025,30.10%
ORD10251,30-07-2025,C1128,Customer 234,South,Kerala,Furniture,Chair,Chair,4,17722.79,13268.85,4453.94,0,July,2025,25.13%
ORD10252,29-01-2025,C1212,Customer 243,West,Maharashtra,Technology,Laptop,Laptop,10,37894.65,28207.43,9687.22,20,January,2025,25.56%
ORD10253,18-11-2025,C1179,Customer 296,West,Gujarat,Office Supplies,Pen,Pen,5,37496.86,21332.2,16164.66,15,November,2025,43.11%
ORD10254,03-07-2025,C1278,Customer 8,West,Gujarat,Furniture,Table,Table,7,29467.77,24678.97,4788.8,0,July,2025,16.25%
ORD10255,16-03-2025,C1259,Customer 26,South,Karnataka,Office Supplies,Binder,Binder,10,8681.13,5875.31,2805.82,10,March,2025,32.32%
ORD10256,07-12-2025,C1164,Customer 71,North,Punjab,Technology,Keyboard,Keyboard,8,48977.13,32213.94,16763.19,20,December,2025,34.23%
ORD10257,15-12-2025,C1061,Customer 7,South,Kerala,Furniture,Chair,Chair,8,43744.01,24876.93,18867.08,10,December,2025,43.13%
ORD10258,15-03-2025,C1047,Customer 107,North,Punjab,Office Supplies,Pen,Pen,8,29513.14,20672.42,8840.72,5,March,2025,29.96%
ORD10259,12-03-2025,C1168,Customer 72,West,Gujarat,Office Supplies,Paper,Paper,7,12155.63,9792.91,2362.72,0,March,2025,19.44%
ORD10260,18-01-2025,C1152,Customer 197,East,Odisha,Office Supplies,Pen,Pen,6,31897.58,21506.38,10391.2,20,January,2025,32.58%
ORD10261,31-12-2025,C1185,Customer 207,South,Kerala,Furniture,Chair,Chair,3,40225.46,23232.14,16993.32,20,December,2025,42.25%
ORD10262,10-02-2025,C1088,Customer 201,South,Tamil Nadu,Furniture,Table,Table,1,20032.32,16281.09,3751.23,15,February,2025,18.73%
ORD10263,13-11-2025,C1259,Customer 2,West,Maharashtra,Office Supplies,Binder,Binder,10,31972.66,21638.85,10333.81,5,November,2025,32.32%
ORD10264,27-10-2025,C1196,Customer 109,South,Kerala,Furniture,Table,Table,2,42206.37,35631.31,6575.06,0,October,2025,15.58%
ORD10265,24-10-2025,C1269,Customer 249,East,West Bengal,Office Supplies,Binder,Binder,3,2531.47,2045.75,485.72,0,October,2025,19.19%
ORD10266,28-02-2025,C1015,Customer 296,West,Maharashtra,Furniture,Table,Table,2,37153.01,31398.45,5754.56,15,February,2025,15.49%
ORD10267,13-02-2025,C1149,Customer 9,South,Kerala,Office Supplies,Binder,Binder,7,42611.31,26699.45,15911.86,10,February,2025,37.34%
ORD10268,12-02-2025,C1054,Customer 90,North,Delhi,Furniture,Table,Table,6,7993.7,6212.52,1781.18,5,February,2025,22.28%
ORD10269,04-04-2025,C1261,Customer 42,West,Gujarat,Technology,Mouse,Mouse,10,12923.83,6488.53,6435.3,10,April,2025,49.79%
ORD10270,03-08-2025,C1091,Customer 145,West,Gujarat,Technology,Laptop,Laptop,7,19874.8,17171.86,2702.94,5,August,2025,13.60%
ORD10271,19-01-2025,C1085,Customer 234,East,Odisha,Furniture,Table,Table,3,10686.85,6714.16,3972.69,5,January,2025,37.17%
ORD10272,20-08-2025,C1285,Customer 111,East,Odisha,Technology,Laptop,Laptop,3,39792.24,27370.46,12421.78,10,August,2025,31.22%
ORD10273,14-05-2025,C1290,Customer 192,West,Maharashtra,Technology,Mouse,Mouse,4,4736.18,3874.07,862.11,10,May,2025,18.20%
ORD10274,29-09-2025,C1064,Customer 297,North,Punjab,Furniture,Table,Table,3,47158.82,31905.1,15253.72,5,September,2025,32.35%
ORD10275,24-09-2025,C1027,Customer 65,North,Punjab,Technology,Mouse,Mouse,5,44686.9,37422.73,7264.17,10,September,2025,16.26%
ORD10276,19-03-2025,C1286,Customer 10,East,West Bengal,Technology,Laptop,Laptop,5,32040.73,18018.6,14022.13,15,March,2025,43.76%
ORD10277,24-02-2025,C1270,Customer 167,North,Delhi,Furniture,Chair,Chair,4,18985.32,16646.5,2338.82,0,February,2025,12.32%
ORD10278,08-05-2025,C1194,Customer 147,North,Punjab,Technology,Mouse,Mouse,7,6472.6,5247.85,1224.75,0,May,2025,18.92%
ORD10279,18-05-2025,C1172,Customer 225,West,Gujarat,Furniture,Table,Table,6,47969.23,28787.38,19181.85,0,May,2025,39.99%
ORD10280,28-08-2025,C1236,Customer 193,North,Punjab,Technology,Laptop,Laptop,10,17631.51,13639.29,3992.22,10,August,2025,22.64%
ORD10281,07-12-2025,C1142,Customer 163,North,Punjab,Office Supplies,Binder,Binder,9,21654.35,12773.91,8880.44,20,December,2025,41.01%
ORD10282,11-09-2025,C1109,Customer 251,North,Delhi,Furniture,Chair,Chair,1,30182.62,17816.48,12366.14,10,September,2025,40.97%
ORD10283,06-03-2025,C1271,Customer 59,West,Gujarat,Technology,Mouse,Mouse,8,19815.43,14958.47,4856.96,0,March,2025,24.51%
ORD10284,28-10-2025,C1231,Customer 148,West,Maharashtra,Technology,Keyboard,Keyboard,1,2360.65,2087.07,273.58,20,October,2025,11.59%
ORD10285,30-08-2025,C1255,Customer 213,West,Maharashtra,Office Supplies,Paper,Paper,10,34246.21,26879.69,7366.52,20,August,2025,21.51%
ORD10286,20-06-2025,C1263,Customer 226,South,Karnataka,Technology,Laptop,Laptop,9,41629.37,37163.98,4465.39,20,June,2025,10.73%
ORD10287,13-02-2025,C1196,Customer 123,East,Odisha,Technology,Laptop,Laptop,7,18056.32,12089.6,5966.72,15,February,2025,33.05%
ORD10288,02-06-2025,C1122,Customer 87,South,Tamil Nadu,Furniture,Table,Table,4,49675.94,33334.17,16341.77,20,June,2025,32.90%
ORD10289,17-04-2025,C1276,Customer 298,East,West Bengal,Technology,Mouse,Mouse,4,13547.58,11216.96,2330.62,5,April,2025,17.20%
ORD10290,27-07-2025,C1155,Customer 48,West,Gujarat,Technology,Laptop,Laptop,2,35382.45,30716.32,4666.13,10,July,2025,13.19%
ORD10291,09-06-2025,C1131,Customer 77,North,Delhi,Office Supplies,Paper,Paper,3,19025.85,13182.29,5843.56,5,June,2025,30.71%
ORD10292,25-08-2025,C1163,Customer 230,East,West Bengal,Technology,Mouse,Mouse,2,45388.63,38456.2,6932.43,0,August,2025,15.27%
ORD10293,24-04-2025,C1007,Customer 81,West,Gujarat,Furniture,Table,Table,7,20423.78,13551.64,6872.14,5,April,2025,33.65%
ORD10294,04-03-2025,C1243,Customer 67,West,Maharashtra,Office Supplies,Pen,Pen,8,49448.15,42257.49,7190.66,5,March,2025,14.54%
ORD10295,24-03-2025,C1053,Customer 109,East,Odisha,Technology,Laptop,Laptop,4,21776.63,13413.61,8363.02,0,March,2025,38.40%
ORD10296,30-03-2025,C1109,Customer 42,North,Punjab,Technology,Mouse,Mouse,9,42237.24,35197.02,7040.22,20,March,2025,16.67%
ORD10297,30-09-2025,C1142,Customer 186,North,Punjab,Office Supplies,Binder,Binder,3,36249.3,26690.39,9558.91,0,September,2025,26.37%
ORD10298,04-06-2025,C1209,Customer 17,South,Karnataka,Technology,Keyboard,Keyboard,7,18570.26,15211.13,3359.13,5,June,2025,18.09%
ORD10299,11-10-2025,C1263,Customer 279,North,Punjab,Furniture,Chair,Chair,2,21498.59,13727.07,7771.52,10,October,2025,36.15%
ORD10300,16-11-2025,C1093,Customer 107,North,Delhi,Office Supplies,Paper,Paper,2,22181.55,12811.35,9370.2,10,November,2025,42.24%
ORD10301,19-05-2025,C1260,Customer 7,South,Karnataka,Technology,Keyboard,Keyboard,7,13781.63,8139.8,5641.83,0,May,2025,40.94%
ORD10302,29-09-2025,C1200,Customer 13,South,Tamil Nadu,Office Supplies,Paper,Paper,6,18388.53,13645.84,4742.69,20,September,2025,25.79%
ORD10303,18-09-2025,C1188,Customer 35,West,Gujarat,Office Supplies,Pen,Pen,3,39814.62,22972.87,16841.75,5,September,2025,42.30%
ORD10304,07-04-2025,C1229,Customer 107,South,Karnataka,Furniture,Table,Table,7,1247.06,1070.61,176.45,15,April,2025,14.15%
ORD10305,29-06-2025,C1058,Customer 224,West,Gujarat,Furniture,Table,Table,3,21633.26,13596.79,8036.47,15,June,2025,37.15%
ORD10306,14-12-2025,C1279,Customer 100,North,Delhi,Technology,Mouse,Mouse,1,6531.99,3435.55,3096.44,5,December,2025,47.40%
ORD10307,16-08-2025,C1091,Customer 251,East,West Bengal,Furniture,Table,Table,6,28430.79,17047.2,11383.59,0,August,2025,40.04%
ORD10308,04-08-2025,C1095,Customer 195,West,Gujarat,Furniture,Chair,Chair,8,13694.78,9492.64,4202.14,15,August,2025,30.68%
ORD10309,07-05-2025,C1003,Customer 254,South,Karnataka,Technology,Keyboard,Keyboard,6,3434.76,2010.87,1423.89,15,May,2025,41.46%
ORD10310,22-03-2025,C1164,Customer 28,North,Delhi,Technology,Keyboard,Keyboard,6,1161.26,605.48,555.78,0,March,2025,47.86%
ORD10311,31-10-2025,C1056,Customer 92,West,Gujarat,Technology,Keyboard,Keyboard,3,39843.05,30503.55,9339.5,10,October,2025,23.44%
ORD10312,27-01-2025,C1281,Customer 286,East,Odisha,Technology,Laptop,Laptop,4,13464.97,8374.46,5090.51,5,January,2025,37.81%
ORD10313,12-05-2025,C1224,Customer 261,South,Kerala,Technology,Mouse,Mouse,4,15750.32,10578.04,5172.28,10,May,2025,32.84%
ORD10314,20-10-2025,C1001,Customer 62,North,Punjab,Office Supplies,Binder,Binder,6,43897.74,37327.41,6570.33,20,October,2025,14.97%
ORD10315,13-08-2025,C1268,Customer 234,West,Gujarat,Technology,Laptop,Laptop,9,24431.76,20366.89,4064.87,0,August,2025,16.64%
ORD10316,26-12-2025,C1232,Customer 10,West,Maharashtra,Furniture,Chair,Chair,6,4818.08,4137.27,680.81,0,December,2025,14.13%
ORD10317,25-12-2025,C1028,Customer 69,East,Odisha,Office Supplies,Paper,Paper,8,19792.73,11418.28,8374.45,0,December,2025,42.31%
ORD10318,22-07-2025,C1267,Customer 255,South,Kerala,Furniture,Table,Table,4,13224.24,7845.78,5378.46,0,July,2025,40.67%
ORD10319,22-06-2025,C1126,Customer 141,South,Karnataka,Technology,Mouse,Mouse,1,23547.8,20240.96,3306.84,20,June,2025,14.04%
ORD10320,12-04-2025,C1179,Customer 149,South,Tamil Nadu,Furniture,Chair,Chair,8,16559.82,10567.52,5992.3,20,April,2025,36.19%
ORD10321,16-04-2025,C1145,Customer 163,West,Maharashtra,Office Supplies,Paper,Paper,10,25254.9,19593.86,5661.04,0,April,2025,22.42%
ORD10322,18-08-2025,C1163,Customer 99,West,Maharashtra,Furniture,Chair,Chair,10,4360.99,3389.11,971.88,20,August,2025,22.29%
ORD10323,23-07-2025,C1191,Customer 218,South,Kerala,Office Supplies,Binder,Binder,4,45390.98,25251.64,20139.34,5,July,2025,44.37%
ORD10324,14-10-2025,C1111,Customer 284,East,West Bengal,Technology,Mouse,Mouse,9,40088.04,31351.98,8736.06,15,October,2025,21.79%
ORD10325,22-09-2025,C1295,Customer 1,East,Odisha,Office Supplies,Binder,Binder,6,23115.16,18117.33,4997.83,0,September,2025,21.62%
ORD10326,27-01-2025,C1300,Customer 85,East,Odisha,Furniture,Chair,Chair,5,27148.08,14168.18,12979.9,0,January,2025,47.81%
ORD10327,11-07-2025,C1008,Customer 13,South,Tamil Nadu,Office Supplies,Paper,Paper,2,23122.17,20332.88,2789.29,15,July,2025,12.06%
ORD10328,21-12-2025,C1157,Customer 175,South,Kerala,Furniture,Table,Table,2,20218.4,11169.5,9048.9,0,December,2025,44.76%
ORD10329,22-09-2025,C1093,Customer 54,East,West Bengal,Technology,Mouse,Mouse,7,34830.48,27916.6,6913.88,10,September,2025,19.85%
ORD10330,12-08-2025,C1095,Customer 120,South,Kerala,Technology,Mouse,Mouse,10,23011.44,14363.53,8647.91,0,August,2025,37.58%
ORD10331,14-10-2025,C1005,Customer 280,West,Maharashtra,Furniture,Table,Table,3,44154.35,28259.56,15894.79,5,October,2025,36.00%
ORD10332,26-01-2025,C1132,Customer 120,East,Odisha,Technology,Laptop,Laptop,2,11028.83,7077.2,3951.63,20,January,2025,35.83%
ORD10333,10-10-2025,C1003,Customer 245,North,Delhi,Furniture,Table,Table,10,34815.6,25223.05,9592.55,10,October,2025,27.55%
ORD10334,24-08-2025,C1011,Customer 236,South,Karnataka,Office Supplies,Paper,Paper,2,38704.04,27648.48,11055.56,20,August,2025,28.56%
ORD10335,11-09-2025,C1064,Customer 135,East,Odisha,Office Supplies,Binder,Binder,2,15936.91,8074.54,7862.37,20,September,2025,49.33%
ORD10336,29-07-2025,C1113,Customer 182,North,Delhi,Technology,Mouse,Mouse,4,24503.69,18340.83,6162.86,5,July,2025,25.15%
ORD10337,19-07-2025,C1016,Customer 212,East,Odisha,Technology,Laptop,Laptop,6,37845.37,31340.59,6504.78,15,July,2025,17.19%
ORD10338,14-07-2025,C1088,Customer 76,North,Delhi,Office Supplies,Pen,Pen,4,3997.83,2553.21,1444.62,10,July,2025,36.14%
ORD10339,28-07-2025,C1243,Customer 41,North,Delhi,Technology,Keyboard,Keyboard,7,35386.23,21362.77,14023.46,0,July,2025,39.63%
ORD10340,03-11-2025,C1050,Customer 66,South,Kerala,Technology,Keyboard,Keyboard,3,45845.93,30768.82,15077.11,15,November,2025,32.89%
ORD10341,02-02-2025,C1082,Customer 100,West,Gujarat,Technology,Laptop,Laptop,6,37582.4,23474.59,14107.81,20,February,2025,37.54%
ORD10342,19-02-2025,C1089,Customer 41,South,Karnataka,Office Supplies,Paper,Paper,9,10473.46,5356.58,5116.88,20,February,2025,48.86%
ORD10343,16-05-2025,C1051,Customer 204,North,Delhi,Office Supplies,Pen,Pen,3,45066.05,39072.39,5993.66,5,May,2025,13.30%
ORD10344,16-04-2025,C1185,Customer 123,East,West Bengal,Technology,Keyboard,Keyboard,5,36454.19,26924.9,9529.29,15,April,2025,26.14%
ORD10345,10-12-2025,C1191,Customer 42,South,Karnataka,Technology,Laptop,Laptop,6,5617.88,4456.7,1161.18,5,December,2025,20.67%
ORD10346,14-11-2025,C1136,Customer 37,East,Odisha,Furniture,Chair,Chair,5,13244.08,11262.51,1981.57,20,November,2025,14.96%
ORD10347,08-08-2025,C1090,Customer 176,North,Punjab,Office Supplies,Pen,Pen,1,35882.22,20211.63,15670.59,10,August,2025,43.67%
ORD10348,27-12-2025,C1216,Customer 61,East,West Bengal,Furniture,Chair,Chair,10,20740.11,14360.07,6380.04,10,December,2025,30.76%
ORD10349,06-03-2025,C1154,Customer 113,North,Punjab,Technology,Keyboard,Keyboard,7,28733.14,15196.53,13536.61,0,March,2025,47.11%
ORD10350,07-03-2025,C1197,Customer 189,North,Delhi,Technology,Laptop,Laptop,4,47378.23,42147.66,5230.57,10,March,2025,11.04%
ORD10351,28-08-2025,C1249,Customer 169,South,Tamil Nadu,Technology,Laptop,Laptop,4,19785.92,13492.33,6293.59,20,August,2025,31.81%
ORD10352,02-12-2025,C1169,Customer 180,East,Odisha,Furniture,Chair,Chair,6,41960.15,26798.95,15161.2,0,December,2025,36.13%
ORD10353,29-07-2025,C1119,Customer 168,North,Delhi,Technology,Mouse,Mouse,4,29492.28,19641.71,9850.57,20,July,2025,33.40%
ORD10354,16-06-2025,C1081,Customer 57,West,Gujarat,Furniture,Table,Table,10,44098.2,28823.88,15274.32,5,June,2025,34.64%
ORD10355,24-01-2025,C1133,Customer 261,South,Tamil Nadu,Office Supplies,Pen,Pen,5,36127.28,20283.73,15843.55,20,January,2025,43.85%
ORD10356,19-12-2025,C1060,Customer 206,South,Karnataka,Furniture,Table,Table,7,1128.74,733.96,394.78,0,December,2025,34.98%
ORD10357,21-08-2025,C1013,Customer 81,West,Maharashtra,Office Supplies,Binder,Binder,9,49804.77,43140.65,6664.12,0,August,2025,13.38%
ORD10358,28-07-2025,C1097,Customer 148,East,Odisha,Furniture,Table,Table,9,18337.13,12877.62,5459.51,15,July,2025,29.77%
ORD10359,12-02-2025,C1087,Customer 196,South,Tamil Nadu,Office Supplies,Paper,Paper,4,36232.99,31319.8,4913.19,10,February,2025,13.56%
ORD10360,12-01-2025,C1253,Customer 69,North,Delhi,Technology,Mouse,Mouse,10,44343.96,32281.97,12061.99,15,January,2025,27.20%
ORD10361,30-09-2025,C1040,Customer 61,East,West Bengal,Furniture,Table,Table,8,4630.62,3594.32,1036.3,20,September,2025,22.38%
ORD10362,05-04-2025,C1129,Customer 43,West,Gujarat,Technology,Laptop,Laptop,4,21032.54,17934.84,3097.7,10,April,2025,14.73%
ORD10363,02-05-2025,C1236,Customer 181,East,Odisha,Office Supplies,Paper,Paper,7,4368.85,3259.05,1109.8,15,May,2025,25.40%
ORD10364,14-06-2025,C1159,Customer 62,North,Punjab,Furniture,Chair,Chair,8,18175.43,9874.6,8300.83,10,June,2025,45.67%
ORD10365,13-04-2025,C1086,Customer 23,East,West Bengal,Technology,Mouse,Mouse,8,36542.86,25683.66,10859.2,10,April,2025,29.72%
ORD10366,30-03-2025,C1176,Customer 165,West,Maharashtra,Office Supplies,Paper,Paper,2,18278.23,9851.75,8426.48,0,March,2025,46.10%
ORD10367,31-03-2025,C1290,Customer 131,West,Gujarat,Technology,Mouse,Mouse,4,21288.84,15811.28,5477.56,20,March,2025,25.73%
ORD10368,07-09-2025,C1258,Customer 112,East,West Bengal,Office Supplies,Pen,Pen,6,33199.68,27035.53,6164.15,5,September,2025,18.57%
ORD10369,17-11-2025,C1215,Customer 172,South,Karnataka,Technology,Keyboard,Keyboard,5,32899.86,18198.76,14701.1,0,November,2025,44.68%
ORD10370,17-07-2025,C1076,Customer 287,East,West Bengal,Office Supplies,Binder,Binder,4,25640.41,13047.79,12592.62,15,July,2025,49.11%
ORD10371,05-02-2025,C1212,Customer 15,West,Maharashtra,Technology,Laptop,Laptop,6,20248.1,16673.53,3574.57,15,February,2025,17.65%
ORD10372,03-09-2025,C1185,Customer 223,South,Kerala,Technology,Keyboard,Keyboard,5,6532.09,3372.25,3159.84,10,September,2025,48.37%
ORD10373,24-02-2025,C1073,Customer 201,North,Delhi,Technology,Laptop,Laptop,1,22768.87,17522.85,5246.02,10,February,2025,23.04%
ORD10374,25-02-2025,C1021,Customer 116,West,Gujarat,Office Supplies,Pen,Pen,1,23064.03,20471.86,2592.17,0,February,2025,11.24%
ORD10375,11-06-2025,C1208,Customer 229,East,Odisha,Technology,Mouse,Mouse,3,49756.73,44072.23,5684.5,10,June,2025,11.42%
ORD10376,26-08-2025,C1228,Customer 51,East,Odisha,Furniture,Table,Table,9,48131.5,33879.72,14251.78,10,August,2025,29.61%
ORD10377,08-08-2025,C1075,Customer 54,East,Odisha,Technology,Keyboard,Keyboard,8,29729.67,18091.79,11637.88,20,August,2025,39.15%
ORD10378,04-02-2025,C1188,Customer 2,North,Punjab,Technology,Mouse,Mouse,7,49405.61,25246.14,24159.47,20,February,2025,48.90%
